"DATE","VISITOR_TEAM_ID","HOME_TEAM_ID","SEASON","HOME_TEAM_WINS","FGM_H","FGA_H","FGP_H","FG3M_H","FG3A_H","FG3P_H","FTM_H","FTA_H","FTP_H","OREB_H","DREB_H","REB_H","AST_H","STL_H","BLK_H","TO_H","PF_H","PTS_H","FGM_A","FGA_A","FGP_A","FG3M_A","FG3A_A","FG3P_A","FTM_A","FTA_A","FTP_A","OREB_A","DREB_A","REB_A","AST_A","STL_A","BLK_A","TO_A","PF_A","PTS_A","WIN_H","LOSE_H","RANKING_H","HOME_RECORD_H","ROAD_RECORD_H","WIN_A","LOSE_A","RANKING_A","HOME_RECORD_A","ROAD_RECORD_A"
"2012-01-02","ATL","MIA",2011,"NO",34,73,0.47,5,13,0.38,19,28,0.68,9,31,40,23,5,3,16,15,92,39,82,0.48,9,16,0.56,13,20,0.65,10,30,40,19,10,5,10,21,100,5,1,0.833,"2-1","3-0",4,1,0.8,"2-0","2-1"
"2012-01-02","GSW","PHX",2011,"YES",39,87,0.45,8,23,0.35,16,21,0.76,16,33,49,23,6,2,11,18,102,36,72,0.5,7,17,0.41,12,20,0.6,7,29,36,27,6,3,17,24,91,2,3,0.4,"1-2","1-1",2,3,0.4,"2-2","0-1"
"2012-01-02","IND","BKN",2011,"NO",33,89,0.37,7,28,0.25,21,26,0.81,20,20,40,15,9,10,10,16,94,41,78,0.53,13,21,0.62,13,18,0.72,14,28,42,26,7,6,15,23,108,1,5,0.167,"0-2","1-3",4,1,0.8,"2-0","2-1"
"2012-01-02","MIL","DEN",2011,"YES",33,83,0.4,4,19,0.21,21,27,0.78,13,36,49,22,7,6,16,15,91,37,88,0.42,5,19,0.26,7,11,0.64,9,29,38,19,8,8,14,20,86,4,2,0.667,"3-0","1-2",2,2,0.5,"2-0","0-2"
"2012-01-02","NOP","UTA",2011,"YES",37,76,0.49,5,15,0.33,15,23,0.65,9,27,36,20,6,6,12,18,94,37,74,0.5,3,10,0.3,13,16,0.81,7,30,37,22,5,4,15,24,90,2,3,0.4,"2-0","0-3",2,3,0.4,"1-1","1-2"
"2012-01-02","OKC","DAL",2011,"YES",39,80,0.49,5,16,0.31,17,20,0.85,11,30,41,21,8,4,12,23,100,31,77,0.4,5,19,0.26,20,26,0.77,12,29,41,12,6,5,13,17,87,2,4,0.333,"2-2","0-2",5,1,0.833,"3-0","2-1"
"2012-01-02","ORL","DET",2011,"YES",31,62,0.5,2,8,0.25,25,33,0.76,11,28,39,19,8,3,17,19,89,28,63,0.44,8,22,0.36,14,21,0.67,7,21,28,20,12,3,17,24,78,2,3,0.4,"2-1","0-2",4,2,0.667,"3-0","1-2"
"2012-01-02","SAS","MIN",2011,"YES",41,71,0.58,12,21,0.57,12,15,0.8,7,31,38,18,4,7,19,18,106,36,82,0.44,7,20,0.35,17,21,0.81,9,21,30,26,9,3,9,15,96,2,3,0.4,"2-2","0-1",3,2,0.6,"3-0","0-2"
"2012-01-02","TOR","NYK",2011,"NO",28,78,0.36,10,35,0.29,19,25,0.76,6,33,39,14,8,3,11,24,85,30,68,0.44,7,17,0.41,23,29,0.79,4,40,44,21,5,5,18,30,90,2,3,0.4,"1-1","1-2",2,3,0.4,"0-1","2-2"
"2012-01-02","WAS","BOS",2011,"YES",38,83,0.46,10,20,0.5,14,21,0.67,12,31,43,28,3,4,15,23,100,35,83,0.42,3,11,0.27,19,23,0.83,13,29,42,14,10,10,11,17,92,3,3,0.5,"2-0","1-3",0,5,0,"0-2","0-3"
"2012-01-03","ATL","CHI",2011,"YES",26,77,0.34,4,17,0.24,20,26,0.77,11,36,47,16,7,8,14,21,76,28,80,0.35,4,15,0.27,14,25,0.56,10,34,44,19,8,4,12,17,74,5,1,0.833,"2-0","3-1",4,2,0.667,"2-0","2-2"
"2012-01-03","CHA","CLE",2011,"YES",45,90,0.5,10,21,0.48,15,26,0.58,9,32,41,25,9,8,9,19,115,40,90,0.44,4,14,0.29,17,19,0.89,10,36,46,20,2,6,13,22,101,3,2,0.6,"2-1","1-1",1,4,0.2,"1-2","0-2"
"2012-01-03","HOU","LAL",2011,"YES",41,78,0.53,5,14,0.36,21,27,0.78,10,43,53,25,2,4,15,15,108,41,96,0.43,11,31,0.35,6,7,0.86,10,28,38,27,8,0,8,25,99,4,3,0.571,"4-1","0-2",2,3,0.4,"2-0","0-3"
"2012-01-03","MIL","UTA",2011,"YES",32,66,0.48,3,13,0.23,18,28,0.64,10,40,50,24,9,12,24,24,85,29,95,0.31,2,21,0.1,13,16,0.81,23,25,48,16,8,5,14,19,73,3,3,0.5,"3-0","0-3",2,3,0.4,"2-0","0-3"
"2012-01-03","POR","OKC",2011,"NO",36,83,0.43,5,20,0.25,16,21,0.76,10,30,40,22,7,6,10,22,93,34,76,0.45,6,15,0.4,29,36,0.81,11,35,46,20,6,4,9,16,103,5,2,0.714,"3-1","2-1",4,1,0.8,"3-0","1-1"
"2012-01-03","SAC","MEM",2011,"YES",50,91,0.55,2,8,0.25,11,16,0.69,15,34,49,20,14,2,15,17,113,34,83,0.41,9,24,0.38,19,23,0.83,14,27,41,13,11,5,19,18,96,2,3,0.4,"2-1","0-2",2,4,0.333,"2-2","0-2"
"2012-01-04","BKN","BOS",2011,"YES",35,71,0.49,6,16,0.38,13,21,0.62,12,33,45,24,7,4,13,20,89,30,74,0.41,4,20,0.2,6,10,0.6,10,24,34,15,8,1,13,23,70,4,3,0.571,"3-0","1-3",1,6,0.143,"0-2","1-4"
"2012-01-04","CHA","NYK",2011,"NO",42,85,0.49,11,29,0.38,15,20,0.75,11,29,40,19,8,5,17,20,110,47,85,0.55,7,11,0.64,17,21,0.81,7,30,37,27,9,0,13,16,118,2,4,0.333,"1-2","1-2",2,4,0.333,"1-2","1-2"
"2012-01-04","CHI","DET",2011,"NO",36,88,0.41,1,6,0.17,10,12,0.83,11,27,38,18,9,1,11,16,83,40,76,0.53,5,12,0.42,14,21,0.67,8,32,40,31,6,5,15,12,99,2,4,0.333,"2-2","0-2",6,1,0.857,"2-0","4-1"
"2012-01-04","CLE","TOR",2011,"YES",36,77,0.47,10,27,0.37,10,13,0.77,7,36,43,23,4,4,11,18,92,24,81,0.3,7,23,0.3,22,26,0.85,13,32,45,16,6,6,11,17,77,3,3,0.5,"1-1","2-2",3,3,0.5,"2-1","1-2"
"2012-01-04","GSW","SAS",2011,"YES",37,78,0.47,10,17,0.59,17,24,0.71,9,36,45,23,4,7,13,14,101,37,80,0.46,9,20,0.45,12,19,0.63,5,32,37,18,9,6,10,20,95,4,2,0.667,"4-0","0-2",2,4,0.333,"2-2","0-2"
"2012-01-04","HOU","LAC",2011,"YES",47,82,0.57,6,16,0.38,17,24,0.71,5,28,33,30,12,3,7,17,117,35,76,0.46,7,16,0.44,12,17,0.71,6,27,33,15,3,0,19,23,89,3,2,0.6,"2-1","1-1",2,4,0.333,"2-0","0-4"
"2012-01-04","IND","MIA",2011,"YES",42,80,0.52,8,21,0.38,26,28,0.93,7,35,42,25,12,1,13,25,118,24,69,0.35,5,19,0.26,30,39,0.77,9,27,36,12,7,3,23,26,83,6,1,0.857,"3-1","3-0",4,2,0.667,"2-0","2-2"
"2012-01-04","MEM","MIN",2011,"NO",33,82,0.4,7,21,0.33,13,24,0.54,17,33,50,15,5,3,17,20,86,33,80,0.41,3,9,0.33,21,25,0.84,14,32,46,16,13,2,10,19,90,2,4,0.333,"2-3","0-1",3,3,0.5,"2-1","1-2"
"2012-01-04","PHI","NOP",2011,"NO",35,79,0.44,3,10,0.3,20,25,0.8,12,30,42,21,6,5,13,18,93,41,86,0.48,4,16,0.25,15,18,0.83,11,27,38,22,8,7,8,19,101,2,4,0.333,"1-2","1-2",3,2,0.6,"0-0","3-2"
"2012-01-04","PHX","DAL",2011,"YES",38,91,0.42,8,22,0.36,14,21,0.67,19,34,53,30,10,2,13,19,98,37,82,0.45,5,17,0.29,10,15,0.67,11,31,42,18,6,3,15,21,89,3,4,0.429,"3-2","0-2",2,4,0.333,"1-2","1-2"
"2012-01-04","SAC","DEN",2011,"YES",46,76,0.61,3,9,0.33,15,22,0.68,7,43,50,31,14,11,27,22,110,30,93,0.32,2,21,0.1,21,24,0.88,15,21,36,12,16,7,16,17,83,5,2,0.714,"4-0","1-2",2,5,0.286,"2-2","0-3"
"2012-01-04","WAS","ORL",2011,"YES",39,85,0.46,8,19,0.42,17,25,0.68,17,37,54,27,4,3,15,13,103,34,93,0.37,2,12,0.17,15,18,0.83,14,30,44,12,7,8,9,21,85,5,2,0.714,"4-0","1-2",0,6,0,"0-2","0-4"
"2012-01-05","DAL","SAS",2011,"YES",34,86,0.4,16,33,0.48,9,16,0.56,9,33,42,22,9,1,8,17,93,27,77,0.35,1,19,0.05,16,21,0.76,11,41,52,11,5,8,15,13,71,5,2,0.714,"5-0","0-2",3,5,0.375,"3-2","0-3"
