"DATE","VISITOR_TEAM_ID","HOME_TEAM_ID","SEASON","HOME_TEAM_WINS","FGM_H","FGA_H","FGP_H","FG3M_H","FG3A_H","FG3P_H","FTM_H","FTA_H","FTP_H","OREB_H","DREB_H","REB_H","AST_H","STL_H","BLK_H","TO_H","PF_H","PTS_H","FGM_A","FGA_A","FGP_A","FG3M_A","FG3A_A","FG3P_A","FTM_A","FTA_A","FTP_A","OREB_A","DREB_A","REB_A","AST_A","STL_A","BLK_A","TO_A","PF_A","PTS_A","WIN_H","LOSE_H","RANKING_H","HOME_RECORD_H","ROAD_RECORD_H","WIN_A","LOSE_A","RANKING_A","HOME_RECORD_A","ROAD_RECORD_A"
"2013-10-30","MEM","SAS",2013,"YES",40,76,0.53,11,20,0.55,10,16,0.62,4,36,40,25,3,6,15,18,101,39,93,0.42,8,15,0.53,8,15,0.53,11,33,44,24,6,3,14,15,94,1,0,1,"1-0","0-0",0,1,0,"0-0","0-1"
"2013-10-30","MIA","PHI",2013,"YES",43,80,0.54,8,21,0.38,20,24,0.83,8,32,40,24,16,1,18,21,114,42,85,0.49,16,40,0.4,10,13,0.77,7,24,31,30,7,0,19,25,110,1,0,1,"1-0","0-0",1,1,0.5,"1-0","0-1"
"2013-10-30","MIL","NYK",2013,"YES",36,71,0.51,3,13,0.23,15,17,0.88,6,28,34,17,12,6,22,16,90,34,74,0.46,5,16,0.31,10,12,0.83,5,26,31,19,10,4,23,22,83,1,0,1,"1-0","0-0",0,1,0,"0-0","0-1"
"2013-10-30","OKC","UTA",2013,"NO",36,79,0.46,6,22,0.27,20,30,0.67,10,34,44,25,6,5,22,28,98,33,81,0.41,6,19,0.32,29,33,0.88,10,35,45,9,15,4,13,24,101,0,1,0,"0-1","0-0",1,0,1,"0-0","1-0"
"2013-10-30","ORL","MIN",2013,"YES",42,100,0.42,8,25,0.32,28,34,0.82,14,35,49,27,7,3,14,19,120,47,100,0.47,10,27,0.37,11,18,0.61,14,40,54,21,7,6,18,29,115,1,0,1,"1-0","0-0",0,2,0,"0-0","0-2"
"2013-10-30","POR","PHX",2013,"YES",43,83,0.52,4,19,0.21,14,18,0.78,11,36,47,18,8,5,15,17,104,33,81,0.41,8,26,0.31,17,24,0.71,11,28,39,19,5,5,13,14,91,1,0,1,"1-0","0-0",0,1,0,"0-0","0-1"
"2013-10-30","WAS","DET",2013,"YES",39,78,0.5,9,24,0.38,26,33,0.79,12,32,44,24,6,4,18,27,113,34,78,0.44,10,25,0.4,24,32,0.75,13,25,38,23,5,3,16,30,102,1,0,1,"1-0","0-0",0,1,0,"0-0","0-1"
"2013-10-31","GSW","LAC",2013,"YES",42,85,0.49,9,28,0.32,33,50,0.66,16,28,44,27,15,4,18,30,126,40,76,0.53,12,21,0.57,23,33,0.7,10,23,33,26,7,2,24,35,115,1,1,0.5,"1-0","0-1",1,1,0.5,"1-0","0-1"
"2013-10-31","NYK","CHI",2013,"YES",31,76,0.41,3,16,0.19,17,19,0.89,13,35,48,20,5,3,18,16,82,31,86,0.36,9,24,0.38,10,14,0.71,13,29,42,20,12,8,15,24,81,1,1,0.5,"1-0","0-1",1,1,0.5,"1-0","0-1"
"2013-11-01","CLE","CHA",2013,"YES",33,73,0.45,3,12,0.25,21,34,0.62,5,32,37,21,7,8,15,20,90,32,84,0.38,4,18,0.22,16,22,0.73,11,31,42,14,9,1,17,29,84,1,1,0.5,"1-0","0-1",1,1,0.5,"1-0","0-1"
"2013-11-01","DAL","HOU",2013,"YES",34,73,0.47,11,29,0.38,34,51,0.67,13,38,51,17,11,4,22,20,113,38,100,0.38,9,27,0.33,20,25,0.8,16,27,43,20,9,7,14,37,105,2,0,1,"2-0","0-0",1,1,0.5,"1-0","0-1"
"2013-11-01","DET","MEM",2013,"YES",40,77,0.52,6,18,0.33,25,30,0.83,6,32,38,25,13,4,20,21,111,42,89,0.47,7,21,0.33,17,24,0.71,15,26,41,21,10,6,19,26,108,1,1,0.5,"1-0","0-1",1,1,0.5,"1-0","0-1"
"2013-11-01","LAC","SAC",2013,"NO",36,79,0.46,6,17,0.35,23,32,0.72,10,25,35,21,7,5,9,27,101,35,70,0.5,12,24,0.5,28,34,0.82,10,29,39,26,4,5,15,29,110,1,1,0.5,"1-1","0-0",2,1,0.667,"1-0","1-1"
"2013-11-01","MIA","BKN",2013,"YES",33,68,0.49,8,16,0.5,27,39,0.69,7,33,40,21,5,5,18,29,101,32,67,0.48,7,14,0.5,29,36,0.81,4,26,30,24,10,2,15,29,100,1,1,0.5,"1-0","0-1",1,2,0.333,"1-0","0-2"
"2013-11-01","MIL","BOS",2013,"NO",34,76,0.45,4,16,0.25,26,38,0.68,18,34,52,13,5,7,17,29,98,35,84,0.42,6,15,0.4,29,34,0.85,17,24,41,18,10,7,7,24,105,0,2,0,"0-1","0-1",1,1,0.5,"0-0","1-1"
"2013-11-01","NOP","ORL",2013,"YES",39,70,0.56,11,22,0.5,21,27,0.78,5,39,44,22,11,7,18,19,110,32,92,0.35,6,12,0.5,20,26,0.77,17,27,44,16,7,5,12,21,90,1,2,0.333,"1-0","0-2",0,2,0,"0-1","0-1"
"2013-11-01","OKC","MIN",2013,"YES",33,77,0.43,8,20,0.4,26,33,0.79,9,35,44,21,14,2,15,21,100,29,83,0.35,7,31,0.23,16,19,0.84,14,28,42,16,5,6,21,28,81,2,0,1,"2-0","0-0",1,1,0.5,"0-0","1-1"
"2013-11-01","PHI","WAS",2013,"NO",41,94,0.44,9,26,0.35,11,17,0.65,15,31,46,23,14,6,17,16,102,48,94,0.51,6,23,0.26,7,14,0.5,9,37,46,26,8,6,19,17,109,0,2,0,"0-1","0-1",2,0,1,"1-0","1-0"
"2013-11-01","POR","DEN",2013,"NO",36,99,0.36,6,18,0.33,20,34,0.59,20,35,55,14,6,5,4,19,98,44,103,0.43,14,22,0.64,11,15,0.73,16,39,55,25,3,5,7,25,113,0,2,0,"0-1","0-1",1,1,0.5,"0-0","1-1"
"2013-11-01","SAS","LAL",2013,"NO",30,82,0.37,8,27,0.3,17,24,0.71,8,38,46,22,4,7,12,19,85,38,94,0.4,5,21,0.24,10,14,0.71,12,38,50,20,7,0,12,18,91,1,2,0.333,"1-1","0-1",2,0,1,"1-0","1-0"
"2013-11-01","TOR","ATL",2013,"YES",36,77,0.47,10,23,0.43,20,31,0.65,7,30,37,24,7,3,13,12,102,40,88,0.45,7,23,0.3,8,14,0.57,10,32,42,15,5,6,12,25,95,1,1,0.5,"1-0","0-1",1,1,0.5,"1-0","0-1"
"2013-11-01","UTA","PHX",2013,"YES",31,83,0.37,6,22,0.27,19,24,0.79,16,30,46,15,10,10,16,24,87,31,85,0.36,5,17,0.29,17,27,0.63,22,31,53,20,3,1,20,20,84,2,0,1,"2-0","0-0",0,2,0,"0-1","0-1"
"2013-11-02","CHA","NOP",2013,"YES",37,75,0.49,7,13,0.54,24,28,0.86,8,35,43,30,10,18,17,26,105,30,80,0.38,3,21,0.14,21,36,0.58,14,27,41,13,8,4,13,22,84,1,2,0.333,"1-1","0-1",1,2,0.333,"1-0","0-2"
"2013-11-02","CHI","PHI",2013,"YES",42,86,0.49,11,22,0.5,12,18,0.67,10,29,39,24,8,6,15,18,107,42,93,0.45,3,14,0.21,17,19,0.89,17,34,51,28,8,5,18,14,104,3,0,1,"2-0","1-0",1,2,0.333,"1-0","0-2"
"2013-11-02","CLE","IND",2013,"YES",32,77,0.42,10,28,0.36,15,20,0.75,10,41,51,24,6,6,20,16,89,29,83,0.35,3,15,0.2,13,15,0.87,6,31,37,11,15,1,16,25,74,3,0,1,"2-0","1-0",1,2,0.333,"1-0","0-2"
"2013-11-02","HOU","UTA",2013,"NO",34,81,0.42,4,22,0.18,21,27,0.78,15,24,39,12,9,6,15,25,93,34,67,0.51,9,22,0.41,27,35,0.77,9,31,40,16,6,7,18,23,104,0,3,0,"0-2","0-1",3,0,1,"2-0","1-0"
"2013-11-02","MEM","DAL",2013,"YES",32,80,0.4,7,19,0.37,40,46,0.87,14,31,45,18,12,4,11,20,111,37,87,0.43,3,16,0.19,22,26,0.85,17,34,51,20,6,2,17,34,99,2,1,0.667,"2-0","0-1",1,2,0.333,"1-0","0-2"
"2013-11-02","SAC","GSW",2013,"YES",39,76,0.51,11,27,0.41,9,12,0.75,5,39,44,28,8,7,18,22,98,30,87,0.34,6,26,0.23,21,24,0.88,16,32,48,16,9,1,14,18,87,2,1,0.667,"2-0","0-1",1,2,0.333,"1-1","0-1"
"2013-11-02","SAS","POR",2013,"YES",45,81,0.56,8,20,0.4,17,19,0.89,7,32,39,29,3,7,16,15,115,47,94,0.5,6,12,0.5,5,8,0.62,12,23,35,24,6,2,12,25,105,2,1,0.667,"1-0","1-1",2,1,0.667,"1-0","1-1"
"2013-11-02","TOR","MIL",2013,"NO",37,84,0.44,6,17,0.35,10,18,0.56,6,32,38,25,7,5,13,26,90,31,78,0.4,7,23,0.3,28,38,0.74,18,42,60,19,6,0,17,22,97,1,2,0.333,"0-1","1-1",2,1,0.667,"1-0","1-1"
"2013-11-03","ATL","LAL",2013,"YES",38,89,0.43,9,25,0.36,20,24,0.83,6,47,53,27,5,7,13,24,105,40,90,0.44,9,22,0.41,14,26,0.54,10,42,52,26,9,3,11,22,103,2,2,0.5,"2-1","0-1",1,2,0.333,"1-0","0-2"
"2013-11-03","BKN","ORL",2013,"YES",42,89,0.47,7,17,0.41,16,22,0.73,13,41,54,19,7,4,15,19,107,34,89,0.38,4,17,0.24,14,15,0.93,11,31,42,23,5,8,12,23,86,2,2,0.5,"2-0","0-2",1,2,0.333,"1-0","0-2"
"2013-11-03","BOS","DET",2013,"YES",34,76,0.45,2,13,0.15,17,29,0.59,15,29,44,16,15,7,21,15,87,31,74,0.42,3,16,0.19,12,12,1,8,29,37,15,15,3,23,22,77,2,1,0.667,"2-0","0-1",0,3,0,"0-1","0-2"
"2013-11-03","MIN","NYK",2013,"NO",40,89,0.45,9,32,0.28,11,13,0.85,14,35,49,21,7,3,16,26,100,35,79,0.44,10,27,0.37,29,38,0.76,10,33,43,23,9,1,12,16,109,1,2,0.333,"1-1","0-1",3,0,1,"2-0","1-0"
"2013-11-03","PHX","OKC",2013,"YES",35,82,0.43,2,18,0.11,31,37,0.84,10,31,41,20,8,4,15,22,103,32,80,0.4,14,37,0.38,18,22,0.82,12,31,43,21,11,3,23,23,96,2,1,0.667,"1-0","1-1",2,1,0.667,"2-0","0-1"
"2013-11-03","WAS","MIA",2013,"YES",37,70,0.53,11,27,0.41,18,27,0.67,8,24,32,32,9,6,16,18,103,35,82,0.43,12,30,0.4,11,16,0.69,17,24,41,22,8,2,20,26,93,2,2,0.5,"2-0","0-2",0,3,0,"0-1","0-2"
"2013-11-04","BOS","MEM",2013,"YES",36,74,0.49,5,15,0.33,18,22,0.82,9,27,36,23,6,2,18,19,95,33,70,0.47,7,20,0.35,15,18,0.83,4,28,32,14,9,6,17,21,88,2,2,0.5,"2-0","0-2",0,4,0,"0-1","0-3"
"2013-11-04","GSW","PHI",2013,"NO",31,88,0.35,5,25,0.2,23,37,0.62,14,38,52,19,9,3,24,18,90,41,92,0.45,15,38,0.39,13,20,0.65,13,41,54,28,18,7,22,24,110,3,1,0.75,"2-1","1-0",3,1,0.75,"2-0","1-1"
"2013-11-04","HOU","LAC",2013,"YES",49,94,0.52,15,38,0.39,24,28,0.86,9,29,38,33,7,7,10,29,137,41,82,0.5,7,25,0.28,29,43,0.67,13,33,46,21,7,3,15,22,118,3,1,0.75,"2-0","1-1",3,1,0.75,"2-0","1-1"
"2013-11-04","MIN","CLE",2013,"YES",39,85,0.46,5,16,0.31,10,11,0.91,11,38,49,22,10,12,23,24,93,34,94,0.36,5,28,0.18,19,24,0.79,12,31,43,21,16,5,17,15,92,2,2,0.5,"2-0","0-2",3,1,0.75,"2-0","1-1"
"2013-11-05","ATL","SAC",2013,"NO",35,80,0.44,10,31,0.32,20,21,0.95,10,29,39,22,10,4,18,26,100,39,81,0.48,8,22,0.36,19,26,0.73,9,27,36,26,11,7,14,15,105,1,3,0.25,"1-2","0-1",2,2,0.5,"1-0","1-2"
"2013-11-05","CHA","NYK",2013,"NO",35,82,0.43,8,28,0.29,19,23,0.83,11,22,33,12,11,4,14,27,97,30,71,0.42,8,21,0.38,34,42,0.81,16,35,51,17,9,5,22,25,102,1,3,0.25,"1-2","0-1",2,2,0.5,"1-0","1-2"
"2013-11-05","HOU","POR",2013,"NO",36,87,0.41,10,31,0.32,19,29,0.66,11,19,30,22,9,6,14,28,101,41,75,0.55,6,22,0.27,28,34,0.82,10,37,47,17,6,3,20,27,116,2,2,0.5,"1-1","1-1",4,1,0.8,"2-0","2-1"
"2013-11-05","IND","DET",2013,"NO",33,87,0.38,5,25,0.2,20,25,0.8,13,29,42,13,10,6,14,24,91,38,73,0.52,9,21,0.43,14,23,0.61,4,41,45,26,6,9,18,21,99,2,2,0.5,"2-1","0-1",4,0,1,"2-0","2-0"
"2013-11-05","LAL","DAL",2013,"YES",49,94,0.52,13,27,0.48,12,14,0.86,10,40,50,34,10,3,12,14,123,39,88,0.44,12,31,0.39,14,20,0.7,9,26,35,21,9,4,14,12,104,3,1,0.75,"3-0","0-1",2,3,0.4,"2-1","0-2"
"2013-11-05","MIA","TOR",2013,"NO",31,72,0.43,6,21,0.29,27,33,0.82,13,27,40,15,4,1,15,21,95,41,83,0.49,10,23,0.43,12,14,0.86,10,28,38,31,7,4,11,27,104,2,2,0.5,"1-1","1-1",3,2,0.6,"2-0","1-2"
"2013-11-05","PHX","NOP",2013,"NO",37,85,0.44,10,18,0.56,14,19,0.74,8,32,40,26,12,11,13,20,98,39,78,0.5,12,25,0.48,14,22,0.64,7,34,41,25,10,4,15,20,104,1,3,0.25,"1-2","0-1",3,1,0.75,"2-0","1-1"
"2013-11-05","SAS","DEN",2013,"NO",35,83,0.42,9,19,0.47,15,20,0.75,10,35,45,22,4,4,22,23,94,40,86,0.47,4,16,0.25,18,20,0.9,8,31,39,27,14,9,16,22,102,0,3,0,"0-2","0-1",3,1,0.75,"1-0","2-1"
"2013-11-05","UTA","BKN",2013,"YES",40,78,0.51,4,11,0.36,20,32,0.62,11,28,39,23,11,3,15,27,104,31,82,0.38,4,18,0.22,22,30,0.73,19,28,47,17,6,3,20,24,88,2,2,0.5,"2-0","0-2",0,4,0,"0-2","0-2"
"2013-11-06","CHI","IND",2013,"YES",36,86,0.42,7,18,0.39,18,21,0.86,17,35,52,21,9,7,14,24,97,26,73,0.36,5,15,0.33,23,27,0.85,11,29,40,15,4,5,17,20,80,5,0,1,"3-0","2-0",1,3,0.25,"1-0","0-3"
"2013-11-06","CLE","MIL",2013,"YES",36,72,0.5,13,23,0.57,24,26,0.92,9,32,41,25,3,4,14,18,109,38,85,0.45,12,28,0.43,16,22,0.73,12,27,39,20,10,2,9,21,104,2,2,0.5,"1-1","1-1",2,3,0.4,"2-0","0-3"
"2013-11-06","DAL","OKC",2013,"YES",43,79,0.54,5,13,0.38,16,23,0.7,10,34,44,28,10,5,23,17,107,36,85,0.42,9,23,0.39,12,14,0.86,11,25,36,17,12,2,21,16,93,3,1,0.75,"2-0","1-1",3,2,0.6,"3-0","0-2"
"2013-11-06","GSW","MIN",2013,"NO",34,90,0.38,4,16,0.25,21,27,0.78,10,30,40,22,6,3,19,19,93,42,84,0.5,8,20,0.4,14,20,0.7,9,40,49,23,12,11,21,29,106,3,2,0.6,"2-1","1-1",4,1,0.8,"2-0","2-1"
"2013-11-06","LAC","ORL",2013,"YES",40,82,0.49,5,16,0.31,13,17,0.76,7,44,51,21,7,4,15,17,98,36,95,0.38,3,19,0.16,15,21,0.71,15,36,51,20,9,5,13,19,90,3,2,0.6,"3-0","0-2",3,2,0.6,"2-0","1-2"
"2013-11-06","NOP","MEM",2013,"NO",34,71,0.48,4,15,0.27,12,14,0.86,7,22,29,17,5,5,18,20,84,38,78,0.49,4,13,0.31,19,21,0.9,13,26,39,16,10,5,13,17,99,2,3,0.4,"2-1","0-2",2,3,0.4,"1-2","1-1"
"2013-11-06","PHX","SAS",2013,"YES",41,85,0.48,6,16,0.38,11,15,0.73,6,33,39,25,5,7,14,17,99,42,85,0.49,7,19,0.37,5,9,0.56,5,38,43,14,7,5,18,17,96,4,1,0.8,"2-0","2-1",3,2,0.6,"2-0","1-2"
"2013-11-06","TOR","CHA",2013,"YES",36,73,0.49,3,15,0.2,17,30,0.57,10,27,37,24,5,8,8,19,92,35,79,0.44,7,16,0.44,13,15,0.87,11,27,38,18,2,3,12,27,90,3,2,0.6,"2-0","1-2",2,3,0.4,"1-1","1-2"
"2013-11-06","UTA","BOS",2013,"YES",40,89,0.45,7,20,0.35,10,14,0.71,10,32,42,22,5,4,14,18,97,37,80,0.46,1,10,0.1,12,18,0.67,11,31,42,14,8,4,20,22,87,1,4,0.2,"1-1","0-3",0,5,0,"0-2","0-3"
"2013-11-06","WAS","PHI",2013,"NO",39,83,0.47,6,18,0.33,18,26,0.69,11,39,50,26,5,3,20,15,102,43,98,0.44,18,33,0.55,12,16,0.75,10,30,40,32,10,5,11,20,116,3,2,0.6,"2-2","1-0",1,3,0.25,"0-1","1-2"
"2013-11-07","ATL","DEN",2013,"YES",42,86,0.49,14,25,0.56,11,17,0.65,10,35,45,28,4,8,16,18,109,43,94,0.46,8,26,0.31,13,19,0.68,13,33,46,31,11,9,11,23,107,1,3,0.25,"1-2","0-1",2,3,0.4,"1-0","1-3"
"2013-11-07","LAC","MIA",2013,"YES",38,71,0.54,5,16,0.31,21,33,0.64,8,22,30,27,6,3,16,23,102,36,73,0.49,8,24,0.33,17,21,0.81,9,29,38,22,8,1,17,30,97,4,2,0.667,"3-0","1-2",3,3,0.5,"2-0","1-3"
"2013-11-07","LAL","HOU",2013,"NO",29,77,0.38,7,27,0.26,33,52,0.63,8,36,44,17,12,7,17,17,98,36,92,0.39,16,35,0.46,11,15,0.73,13,34,47,26,8,6,24,36,99,4,2,0.667,"2-1","2-1",3,3,0.5,"2-1","1-2"
"2013-11-08","BKN","WAS",2013,"YES",41,88,0.47,10,24,0.42,20,26,0.77,7,29,36,28,10,4,16,19,112,41,88,0.47,6,24,0.25,20,29,0.69,11,40,51,23,11,3,21,27,108,2,3,0.4,"1-1","1-2",2,3,0.4,"2-0","0-3"
"2013-11-08","BOS","ORL",2013,"NO",33,83,0.4,4,20,0.2,19,29,0.66,16,40,56,19,4,4,20,24,89,34,95,0.36,2,14,0.14,21,26,0.81,19,31,50,19,11,5,11,24,91,3,3,0.5,"3-1","0-2",2,4,0.333,"1-1","1-3"
"2013-11-08","CLE","PHI",2013,"YES",40,84,0.48,7,21,0.33,7,9,0.78,12,35,47,25,5,8,17,18,94,30,90,0.33,9,26,0.35,10,14,0.71,18,25,43,22,9,4,13,12,79,4,2,0.667,"3-2","1-0",2,4,0.333,"2-0","0-4"
"2013-11-08","DAL","MIN",2013,"YES",41,89,0.46,8,20,0.4,26,30,0.87,16,28,44,26,8,6,14,15,116,44,90,0.49,10,22,0.45,10,15,0.67,14,26,40,21,9,7,17,21,108,4,2,0.667,"3-1","1-1",3,3,0.5,"3-0","0-3"
"2013-11-08","DEN","PHX",2013,"YES",40,83,0.48,9,20,0.45,25,32,0.78,11,37,48,21,11,3,20,22,114,36,80,0.45,8,22,0.36,23,28,0.82,7,30,37,17,11,2,20,26,103,4,2,0.667,"3-0","1-2",1,4,0.2,"1-2","0-2"
"2013-11-08","GSW","SAS",2013,"YES",31,79,0.39,5,19,0.26,9,18,0.5,11,31,42,19,9,3,12,18,76,29,71,0.41,8,20,0.4,8,10,0.8,6,39,45,16,7,4,19,20,74,5,1,0.833,"3-0","2-1",4,2,0.667,"2-0","2-2"
"2013-11-08","LAL","NOP",2013,"YES",38,87,0.44,3,9,0.33,17,22,0.77,11,39,50,25,10,8,8,22,96,31,80,0.39,6,19,0.32,17,26,0.65,12,36,48,19,2,4,14,18,85,3,3,0.5,"2-2","1-1",3,4,0.429,"2-1","1-3"
"2013-11-08","NYK","CHA",2013,"NO",31,76,0.41,4,16,0.25,25,30,0.83,10,31,41,13,4,8,14,15,91,42,90,0.47,12,26,0.46,5,9,0.56,12,25,37,25,5,9,12,22,101,3,3,0.5,"2-1","1-2",2,3,0.4,"1-2","1-1"
"2013-11-08","OKC","DET",2013,"NO",39,91,0.43,11,31,0.35,21,27,0.78,16,26,42,22,10,6,13,27,110,37,82,0.45,6,17,0.35,39,44,0.89,17,35,52,22,9,9,13,22,119,2,3,0.4,"2-2","0-1",4,1,0.8,"2-0","2-1"
"2013-11-08","SAC","POR",2013,"YES",39,80,0.49,10,23,0.43,16,18,0.89,11,36,47,28,4,5,17,18,104,36,86,0.42,6,22,0.27,13,15,0.87,8,23,31,20,11,1,11,24,91,3,2,0.6,"2-1","1-1",1,4,0.2,"1-2","0-2"
"2013-11-08","TOR","IND",2013,"YES",36,78,0.46,6,21,0.29,13,16,0.81,9,29,38,20,5,6,15,19,91,32,81,0.4,6,18,0.33,14,16,0.88,15,27,42,16,7,6,15,22,84,6,0,1,"4-0","2-0",2,4,0.333,"1-1","1-3"
"2013-11-08","UTA","CHI",2013,"YES",38,72,0.53,3,8,0.38,18,25,0.72,11,37,48,26,12,6,20,24,97,25,85,0.29,7,20,0.35,16,25,0.64,17,23,40,18,13,4,17,21,73,2,3,0.4,"2-0","0-3",0,6,0,"0-2","0-4"
"2013-11-09","BOS","MIA",2013,"NO",41,71,0.58,5,10,0.5,23,34,0.68,4,27,31,26,4,7,10,13,110,46,89,0.52,10,21,0.48,9,12,0.75,11,28,39,24,4,5,12,25,111,4,3,0.571,"3-1","1-2",3,4,0.429,"1-1","2-3"
"2013-11-09","DAL","MIL",2013,"NO",31,81,0.38,11,23,0.48,10,16,0.62,11,31,42,16,7,2,20,21,83,33,78,0.42,6,19,0.32,19,21,0.9,12,35,47,17,11,5,19,18,91,2,3,0.4,"1-2","1-1",4,3,0.571,"3-0","1-3"
"2013-11-09","GSW","MEM",2013,"YES",42,79,0.53,5,13,0.38,19,25,0.76,8,36,44,25,8,5,16,23,108,33,78,0.42,10,30,0.33,14,26,0.54,9,24,33,17,8,3,17,24,90,3,3,0.5,"3-1","0-2",4,3,0.571,"2-0","2-3"
"2013-11-09","IND","BKN",2013,"NO",35,76,0.46,8,19,0.42,13,16,0.81,7,31,38,20,9,2,15,21,91,37,80,0.46,7,14,0.5,15,20,0.75,11,31,42,24,9,3,13,18,96,2,4,0.333,"2-1","0-3",7,0,1,"4-0","3-0"
"2013-11-09","LAC","HOU",2013,"NO",35,78,0.45,7,26,0.27,17,27,0.63,10,32,42,21,10,5,18,23,94,42,88,0.48,9,24,0.38,14,23,0.61,15,30,45,26,10,7,13,28,107,4,3,0.571,"2-2","2-1",4,3,0.571,"2-0","2-3"
"2013-11-09","ORL","ATL",2013,"YES",43,90,0.48,6,19,0.32,12,17,0.71,7,32,39,36,9,6,12,15,104,38,82,0.46,8,17,0.47,10,18,0.56,9,27,36,22,9,2,17,24,94,3,3,0.5,"2-0","1-3",3,4,0.429,"3-1","0-3"
"2013-11-09","PHI","CLE",2013,"YES",46,102,0.45,13,31,0.42,22,29,0.76,14,36,50,28,10,10,18,21,127,47,99,0.47,11,27,0.41,20,23,0.87,9,35,44,24,10,3,19,22,125,3,4,0.429,"3-0","0-4",4,3,0.571,"3-2","1-1"
"2013-11-09","POR","SAC",2013,"NO",36,78,0.46,3,12,0.25,10,14,0.71,8,25,33,17,7,2,10,20,85,36,82,0.44,9,20,0.45,15,22,0.68,19,33,52,25,6,2,12,17,96,1,5,0.167,"1-3","0-2",4,2,0.667,"2-1","2-1"
"2013-11-09","UTA","TOR",2013,"YES",40,83,0.48,10,25,0.4,25,29,0.86,13,27,40,23,8,4,12,20,115,34,77,0.44,3,18,0.17,20,24,0.83,12,25,37,20,7,5,14,24,91,3,4,0.429,"2-1","1-3",0,7,0,"0-2","0-5"
"2013-11-10","MIN","LAL",2013,"NO",35,92,0.38,10,26,0.38,10,18,0.56,16,30,46,24,8,8,18,16,90,44,90,0.49,10,20,0.5,15,19,0.79,12,41,53,29,14,5,21,15,113,3,5,0.375,"2-2","1-3",5,2,0.714,"3-1","2-1"
