"DATE","VISITOR_TEAM_ID","HOME_TEAM_ID","SEASON","HOME_TEAM_WINS","FGM_H","FGA_H","FGP_H","FG3M_H","FG3A_H","FG3P_H","FTM_H","FTA_H","FTP_H","OREB_H","DREB_H","REB_H","AST_H","STL_H","BLK_H","TO_H","PF_H","PTS_H","FGM_A","FGA_A","FGP_A","FG3M_A","FG3A_A","FG3P_A","FTM_A","FTA_A","FTP_A","OREB_A","DREB_A","REB_A","AST_A","STL_A","BLK_A","TO_A","PF_A","PTS_A","WIN_H","LOSE_H","RANKING_H","HOME_RECORD_H","ROAD_RECORD_H","WIN_A","LOSE_A","RANKING_A","HOME_RECORD_A","ROAD_RECORD_A"
"2021-01-14","IND","POR",2020,"NO",32,87,0.37,13,43,0.3,10,10,1,14,29,43,16,8,5,18,22,87,44,92,0.48,9,30,0.3,14,18,0.78,13,37,50,29,11,5,12,13,111,7,5,0.583,"3-3","4-2",8,4,0.667,"4-3","4-1"
"2021-01-14","MIA","PHI",2020,"YES",44,82,0.54,17,37,0.46,20,24,0.83,5,30,35,27,15,3,18,22,125,40,81,0.49,12,34,0.35,16,26,0.62,9,32,41,28,4,1,20,19,108,9,4,0.692,"7-1","2-3",4,6,0.4,"3-2","1-4"
"2021-01-15","ATL","UTA",2020,"YES",43,92,0.47,20,44,0.45,10,14,0.71,12,41,53,27,7,6,19,18,116,38,92,0.41,5,28,0.18,11,15,0.73,8,33,41,21,6,1,15,16,92,8,4,0.667,"2-2","6-2",5,6,0.455,"2-3","3-3"
"2021-01-15","CHI","OKC",2020,"YES",48,105,0.46,15,45,0.33,16,24,0.67,7,37,44,26,12,2,11,23,127,43,91,0.47,21,46,0.46,18,25,0.72,9,47,56,27,5,8,24,25,125,6,6,0.5,"1-5","5-1",4,8,0.333,"1-3","3-5"
"2021-01-15","DAL","MIL",2020,"YES",43,96,0.45,14,37,0.38,12,25,0.48,16,41,57,22,5,3,10,14,112,45,97,0.46,13,36,0.36,6,13,0.46,11,40,51,22,5,6,9,23,109,9,4,0.692,"6-1","3-3",6,5,0.545,"2-1","4-4"
"2021-01-15","LAC","SAC",2020,"NO",40,85,0.47,8,26,0.31,12,17,0.71,9,23,32,23,4,2,14,16,100,52,89,0.58,18,35,0.51,16,20,0.8,12,35,47,29,10,3,9,19,138,5,8,0.385,"4-5","1-3",9,4,0.692,"4-2","5-2"
"2021-01-15","NOP","LAL",2020,"YES",39,93,0.42,15,37,0.41,19,26,0.73,13,31,44,31,11,6,6,16,112,41,86,0.48,9,29,0.31,4,8,0.5,10,37,47,22,3,5,20,21,95,11,3,0.786,"4-3","7-0",4,7,0.364,"2-3","2-4"
"2021-01-15","NYK","CLE",2020,"YES",36,79,0.46,9,27,0.33,25,34,0.74,14,34,48,26,9,6,15,18,106,40,82,0.49,9,25,0.36,14,16,0.88,7,32,39,20,9,10,12,21,103,6,7,0.462,"3-3","3-4",5,8,0.385,"2-4","3-4"
"2021-01-15","ORL","BOS",2020,"YES",45,88,0.51,17,42,0.4,17,19,0.89,6,39,45,25,7,4,10,18,124,38,94,0.4,7,28,0.25,14,22,0.64,15,31,46,14,5,1,11,16,97,8,3,0.727,"4-1","4-2",6,6,0.5,"3-3","3-3"
"2021-01-16","ATL","POR",2020,"YES",40,103,0.39,15,44,0.34,17,20,0.85,17,38,55,18,6,8,7,20,112,38,87,0.44,6,30,0.2,24,28,0.86,7,41,48,24,4,6,13,22,106,8,5,0.615,"4-3","4-2",5,7,0.417,"2-3","3-4"
"2021-01-16","CHA","TOR",2020,"YES",36,86,0.42,21,49,0.43,23,26,0.88,7,36,43,28,5,8,15,22,116,38,87,0.44,15,36,0.42,22,29,0.76,12,36,48,26,6,5,14,20,113,4,8,0.333,"3-2","1-6",6,8,0.429,"3-3","3-5"
"2021-01-16","DET","MIA",2020,"NO",32,67,0.48,12,29,0.41,24,27,0.89,5,26,31,25,1,5,22,21,100,46,91,0.51,18,46,0.39,10,15,0.67,10,29,39,34,9,8,11,28,120,4,7,0.364,"3-3","1-4",3,9,0.25,"2-5","1-4"
"2021-01-16","HOU","SAS",2020,"YES",40,100,0.4,5,24,0.21,18,23,0.78,17,41,58,19,10,7,12,21,103,31,84,0.37,12,32,0.38,17,27,0.63,12,39,51,20,6,9,22,20,91,7,6,0.538,"2-4","5-2",4,7,0.364,"3-3","1-4"
"2021-01-16","ORL","BKN",2020,"YES",42,78,0.54,16,35,0.46,22,25,0.88,4,37,41,24,9,5,19,14,122,44,95,0.46,14,46,0.3,13,16,0.81,9,29,38,28,13,4,12,19,115,8,6,0.571,"6-4","2-2",6,7,0.462,"3-3","3-4"
"2021-01-16","PHI","MEM",2020,"YES",43,99,0.43,8,29,0.28,12,18,0.67,11,32,43,27,15,3,11,25,106,37,84,0.44,7,25,0.28,23,32,0.72,15,38,53,23,5,11,22,17,104,6,6,0.5,"2-5","4-1",9,5,0.643,"7-1","2-4"
"2021-01-17","CHI","DAL",2020,"NO",41,93,0.44,8,31,0.26,11,19,0.58,12,35,47,18,6,2,16,23,101,43,85,0.51,7,25,0.28,24,33,0.73,5,42,47,32,14,6,13,23,117,6,6,0.5,"2-2","4-4",5,8,0.385,"1-3","4-5"
"2021-01-17","IND","LAC",2020,"YES",48,87,0.55,19,39,0.49,14,20,0.7,9,43,52,27,4,3,16,19,129,37,89,0.42,11,38,0.29,11,16,0.69,6,27,33,28,13,2,16,19,96,10,4,0.714,"5-2","5-2",8,5,0.615,"4-3","4-2"
"2021-01-17","NOP","SAC",2020,"NO",47,91,0.52,13,39,0.33,16,18,0.89,8,25,33,23,7,7,10,24,123,45,85,0.53,11,22,0.5,27,34,0.79,14,34,48,24,5,1,13,15,128,5,9,0.357,"4-6","1-3",5,7,0.417,"2-3","3-4"
"2021-01-17","NYK","BOS",2020,"NO",25,84,0.3,7,46,0.15,18,29,0.62,14,29,43,15,10,2,17,22,75,38,80,0.48,12,31,0.39,17,21,0.81,10,43,53,22,11,7,16,28,105,8,4,0.667,"4-2","4-2",6,8,0.429,"2-4","4-4"
"2021-01-17","UTA","DEN",2020,"NO",40,100,0.4,14,37,0.38,11,15,0.73,23,29,52,25,6,6,9,23,105,39,76,0.51,15,37,0.41,16,28,0.57,7,29,36,24,7,6,13,21,109,6,7,0.462,"3-5","3-2",9,4,0.692,"2-2","7-2"
"2021-01-18","DAL","TOR",2020,"YES",44,88,0.5,12,33,0.36,16,18,0.89,9,37,46,23,9,6,14,23,116,31,82,0.38,9,36,0.25,22,27,0.81,8,30,38,21,6,4,16,16,93,5,8,0.385,"4-2","1-6",6,7,0.462,"2-2","4-5"
"2021-01-18","DET","MIA",2020,"YES",43,75,0.57,12,30,0.4,15,19,0.79,5,31,36,23,8,6,18,27,113,38,82,0.46,13,37,0.35,18,24,0.75,10,22,32,24,8,3,16,23,107,5,7,0.417,"4-3","1-4",3,10,0.231,"2-5","1-5"
"2021-01-18","GSW","LAL",2020,"NO",40,83,0.48,9,29,0.31,24,33,0.73,12,38,50,23,6,5,16,22,113,44,87,0.51,12,37,0.32,15,20,0.75,5,27,32,31,8,3,13,27,115,11,4,0.733,"4-4","7-0",7,6,0.538,"4-3","3-3"
"2021-01-18","HOU","CHI",2020,"YES",43,92,0.47,20,45,0.44,19,21,0.9,10,37,47,23,10,3,17,19,125,46,88,0.52,17,40,0.42,11,17,0.65,2,34,36,25,8,1,17,20,120,6,8,0.429,"2-3","4-5",4,8,0.333,"3-3","1-5"
"2021-01-18","MIL","BKN",2020,"YES",46,84,0.55,15,31,0.48,18,21,0.86,7,42,49,26,2,5,17,19,125,46,105,0.44,11,38,0.29,20,24,0.83,11,30,41,21,9,2,5,15,123,9,6,0.6,"7-4","2-2",9,5,0.643,"6-1","3-4"
"2021-01-18","MIN","ATL",2020,"YES",37,79,0.47,11,28,0.39,23,25,0.92,7,41,48,32,15,8,24,17,108,36,91,0.4,14,37,0.38,11,16,0.69,9,30,39,22,16,6,18,21,97,6,7,0.462,"3-3","3-4",3,9,0.25,"2-4","1-5"
"2021-01-18","ORL","NYK",2020,"YES",31,87,0.36,5,27,0.19,24,34,0.71,13,40,53,15,6,4,6,16,91,29,86,0.34,12,38,0.32,14,16,0.88,10,41,51,18,4,9,11,24,84,7,8,0.467,"3-4","4-4",6,8,0.429,"3-3","3-5"
"2021-01-18","PHX","MEM",2020,"YES",41,83,0.49,11,26,0.42,15,20,0.75,9,31,40,31,13,3,15,15,108,40,88,0.45,15,36,0.42,9,16,0.56,12,32,44,30,8,4,18,20,104,7,6,0.538,"3-5","4-1",7,5,0.583,"3-1","4-4"
"2021-01-18","SAS","POR",2020,"NO",39,90,0.43,10,35,0.29,16,19,0.84,8,26,34,20,9,6,13,15,104,48,90,0.53,15,33,0.45,14,16,0.88,12,36,48,33,6,6,12,17,125,8,6,0.571,"4-4","4-2",8,6,0.571,"2-4","6-2"
"2021-01-19","NOP","UTA",2020,"YES",43,85,0.51,21,47,0.45,11,17,0.65,11,43,54,28,4,7,14,17,118,43,95,0.45,6,26,0.23,10,15,0.67,10,28,38,17,8,3,8,15,102,10,4,0.714,"3-2","7-2",5,8,0.385,"2-3","3-5"
"2021-01-19","OKC","DEN",2020,"YES",46,105,0.44,14,42,0.33,13,14,0.93,18,40,58,29,11,3,14,22,119,36,86,0.42,14,43,0.33,15,23,0.65,9,32,41,22,8,4,19,15,101,7,7,0.5,"4-5","3-2",6,7,0.462,"1-5","5-2"
"2021-01-20","BKN","CLE",2020,"YES",56,109,0.51,20,40,0.5,15,21,0.71,12,38,50,29,10,6,14,21,147,48,106,0.45,15,41,0.37,24,27,0.89,13,39,52,30,8,11,16,24,135,7,7,0.5,"4-3","3-4",9,7,0.563,"7-4","2-3"
"2021-01-20","BOS","PHI",2020,"YES",36,78,0.46,9,27,0.33,36,45,0.8,11,30,41,20,12,3,9,20,117,42,89,0.47,12,33,0.36,13,20,0.65,10,35,45,22,3,0,16,29,109,10,5,0.667,"8-1","2-4",8,5,0.615,"4-2","4-3"
"2021-01-20","DAL","IND",2020,"NO",41,92,0.45,16,39,0.41,14,21,0.67,8,30,38,21,6,3,10,20,112,51,97,0.53,8,27,0.3,14,17,0.82,9,40,49,32,5,6,8,17,124,8,6,0.571,"4-4","4-2",7,7,0.5,"2-2","5-5"
"2021-01-20","DET","ATL",2020,"YES",44,100,0.44,9,23,0.39,26,38,0.68,23,40,63,21,6,10,13,15,123,44,97,0.45,10,31,0.32,17,19,0.89,7,35,42,22,9,3,13,28,115,7,7,0.5,"4-3","3-4",3,11,0.214,"2-5","1-6"
"2021-01-20","MIA","TOR",2020,"NO",35,88,0.4,16,49,0.33,16,18,0.89,12,29,41,27,8,3,12,21,102,39,80,0.49,18,40,0.45,15,17,0.88,8,38,46,29,4,5,18,19,111,5,9,0.357,"4-3","1-6",6,7,0.462,"4-3","2-4"
"2021-01-20","ORL","MIN",2020,"NO",36,85,0.42,15,35,0.43,9,14,0.64,8,35,43,25,5,12,13,20,96,36,92,0.39,10,31,0.32,15,21,0.71,13,35,48,26,5,8,11,17,97,3,10,0.231,"2-5","1-5",7,8,0.467,"3-3","4-5"
"2021-01-20","PHX","HOU",2020,"NO",37,88,0.42,10,31,0.32,19,22,0.86,7,32,39,17,11,5,16,19,103,42,89,0.47,8,34,0.24,17,19,0.89,8,37,45,25,6,11,17,21,109,4,9,0.308,"3-4","1-5",8,5,0.615,"3-1","5-4"
"2021-01-20","SAC","LAC",2020,"YES",41,86,0.48,16,35,0.46,17,18,0.94,6,42,48,24,14,6,16,15,115,39,86,0.45,13,28,0.46,5,12,0.42,4,35,39,25,11,4,18,15,96,11,4,0.733,"6-2","5-2",5,10,0.333,"4-6","1-4"
"2021-01-20","SAS","GSW",2020,"YES",46,91,0.51,15,38,0.39,14,20,0.7,10,44,54,31,6,2,14,22,121,35,94,0.37,4,33,0.12,25,31,0.81,12,31,43,17,7,2,10,15,99,8,6,0.571,"5-3","3-3",8,7,0.533,"2-4","6-3"
"2021-01-21","LAL","MIL",2020,"NO",44,87,0.51,9,28,0.32,9,12,0.75,5,41,46,27,5,5,14,18,106,41,88,0.47,19,37,0.51,12,15,0.8,6,32,38,25,8,8,10,14,113,9,6,0.6,"6-2","3-4",12,4,0.75,"4-4","8-0"
"2021-01-21","NOP","UTA",2020,"YES",44,88,0.5,17,39,0.44,24,25,0.96,8,31,39,27,8,8,15,27,129,42,85,0.49,11,25,0.44,23,30,0.77,10,31,41,27,9,2,17,19,118,11,4,0.733,"4-2","7-2",5,9,0.357,"2-3","3-6"
"2021-01-21","NYK","GSW",2020,"NO",33,86,0.38,9,38,0.24,29,39,0.74,9,37,46,27,5,3,10,26,104,38,82,0.46,11,24,0.46,32,41,0.78,11,44,55,24,5,9,11,29,119,8,7,0.533,"5-4","3-3",8,8,0.5,"3-4","5-4"
"2021-01-22","ATL","MIN",2020,"NO",40,93,0.43,8,32,0.25,10,12,0.83,10,30,40,30,14,8,13,21,98,38,83,0.46,15,35,0.43,25,30,0.83,13,42,55,21,9,12,16,16,116,3,11,0.214,"2-6","1-5",8,7,0.533,"4-3","4-4"
"2021-01-22","BKN","CLE",2020,"YES",45,87,0.52,8,25,0.32,27,32,0.84,13,37,50,24,7,3,12,18,125,42,87,0.48,14,43,0.33,15,17,0.88,6,23,29,23,5,8,11,25,113,8,7,0.533,"5-3","3-4",9,8,0.529,"7-4","2-4"
"2021-01-22","BOS","PHI",2020,"YES",45,81,0.56,12,28,0.43,20,24,0.83,10,35,45,23,9,7,19,23,122,41,90,0.46,12,30,0.4,16,20,0.8,10,22,32,23,10,5,11,21,110,11,5,0.688,"9-1","2-4",8,6,0.571,"4-2","4-4"
"2021-01-22","CHI","CHA",2020,"NO",42,85,0.49,7,32,0.22,19,25,0.76,12,34,46,22,8,1,21,12,110,49,96,0.51,15,43,0.35,10,12,0.83,15,28,43,33,11,4,14,21,123,6,9,0.4,"3-4","3-5",7,8,0.467,"2-3","5-5"
"2021-01-22","DAL","SAS",2020,"NO",41,89,0.46,12,28,0.43,23,30,0.77,9,40,49,21,3,5,7,18,117,45,93,0.48,14,39,0.36,18,20,0.9,7,35,42,23,3,2,5,21,122,8,8,0.5,"2-5","6-3",8,7,0.533,"2-2","6-5"
"2021-01-22","DEN","PHX",2020,"NO",47,94,0.5,17,44,0.39,15,15,1,9,36,45,30,7,4,16,23,126,53,103,0.51,6,26,0.23,18,19,0.95,10,33,43,32,12,1,9,15,130,8,6,0.571,"3-2","5-4",8,7,0.533,"4-5","4-2"
"2021-01-22","HOU","DET",2020,"NO",31,82,0.38,15,32,0.47,25,37,0.68,14,41,55,17,5,8,19,21,102,37,95,0.39,14,41,0.34,15,20,0.75,14,37,51,24,7,11,14,28,103,3,12,0.2,"2-6","1-6",5,9,0.357,"3-4","2-5"
"2021-01-22","MIA","TOR",2020,"YES",39,84,0.46,17,40,0.42,6,9,0.67,12,33,45,22,11,3,21,16,101,33,77,0.43,7,31,0.23,8,10,0.8,4,28,32,19,13,4,19,14,81,6,9,0.4,"5-3","1-6",6,8,0.429,"4-3","2-5"
"2021-01-22","NYK","SAC",2020,"YES",38,91,0.42,12,34,0.35,15,21,0.71,12,43,55,21,6,14,6,25,103,36,94,0.38,5,22,0.23,17,25,0.68,16,41,57,19,2,6,11,21,94,6,10,0.375,"5-6","1-4",8,9,0.471,"3-4","5-5"
"2021-01-22","OKC","LAC",2020,"YES",43,84,0.51,10,33,0.3,24,25,0.96,9,39,48,21,8,7,13,19,120,41,87,0.47,14,42,0.33,10,13,0.77,4,25,29,24,8,1,11,21,106,12,4,0.75,"7-2","5-2",6,8,0.429,"1-5","5-3"
"2021-01-22","ORL","IND",2020,"YES",46,93,0.49,12,34,0.35,16,18,0.89,8,36,44,28,9,5,10,19,120,43,94,0.46,17,37,0.46,15,24,0.62,13,36,49,29,7,3,14,14,118,9,6,0.6,"5-4","4-2",7,9,0.438,"3-3","4-6"
"2021-01-23","DEN","PHX",2020,"NO",41,102,0.4,16,53,0.3,14,18,0.78,7,43,50,26,8,4,9,31,112,40,97,0.41,15,36,0.42,25,32,0.78,12,53,65,22,4,3,16,20,120,8,7,0.533,"3-3","5-4",9,7,0.563,"4-5","5-2"
"2021-01-23","GSW","UTA",2020,"YES",45,94,0.48,20,50,0.4,17,22,0.77,14,43,57,28,6,4,16,20,127,42,93,0.45,14,39,0.36,10,15,0.67,4,31,35,30,6,8,11,21,108,12,4,0.75,"5-2","7-2",8,8,0.5,"5-4","3-4"
"2021-01-23","HOU","DAL",2020,"NO",37,83,0.45,5,25,0.2,29,40,0.72,10,26,36,15,7,4,10,23,108,47,86,0.55,16,37,0.43,23,29,0.79,13,39,52,28,5,5,14,28,133,8,8,0.5,"2-3","6-5",6,9,0.4,"3-4","3-5"
"2021-01-23","LAL","CHI",2020,"NO",33,84,0.39,8,25,0.32,16,22,0.73,10,35,45,18,8,1,18,28,90,36,79,0.46,4,19,0.21,25,31,0.81,5,37,42,20,7,4,18,18,101,7,9,0.438,"2-4","5-5",13,4,0.765,"4-4","9-0"
"2021-01-23","MIA","BKN",2020,"YES",44,83,0.53,19,37,0.51,21,26,0.81,9,38,47,34,0,6,16,26,128,42,89,0.47,13,46,0.28,27,32,0.84,2,29,31,29,7,1,8,23,124,10,8,0.556,"8-4","2-4",6,9,0.4,"4-3","2-6"
"2021-01-23","NOP","MIN",2020,"YES",39,91,0.43,12,34,0.35,30,37,0.81,14,36,50,23,14,4,11,22,120,40,87,0.46,10,33,0.3,20,28,0.71,10,32,42,21,5,4,20,24,110,4,11,0.267,"3-6","1-5",5,10,0.333,"2-3","3-7"
"2021-01-23","PHI","DET",2020,"NO",37,86,0.43,14,33,0.42,22,30,0.73,8,35,43,25,9,8,15,28,110,38,83,0.46,8,23,0.35,30,38,0.79,12,37,49,14,10,7,15,24,114,3,13,0.188,"2-7","1-6",12,5,0.706,"9-1","3-4"
"2021-01-24","ATL","MIL",2020,"YES",50,91,0.55,10,31,0.32,19,27,0.7,16,36,52,32,4,2,16,16,129,42,83,0.51,14,39,0.36,17,22,0.77,5,22,27,27,8,4,9,23,115,10,6,0.625,"7-2","3-4",8,8,0.5,"4-3","4-5"
"2021-01-24","CHA","ORL",2020,"NO",39,87,0.45,17,38,0.45,9,13,0.69,11,32,43,27,4,4,15,18,104,42,88,0.48,14,36,0.39,9,16,0.56,9,34,43,28,10,5,12,17,107,7,10,0.412,"3-4","4-6",7,9,0.438,"3-4","4-5"
"2021-01-24","CLE","BOS",2020,"YES",52,93,0.56,14,28,0.5,23,27,0.85,13,42,55,26,14,8,15,23,141,34,85,0.4,10,33,0.3,25,34,0.74,11,23,34,24,10,8,17,23,103,9,6,0.6,"5-2","4-4",8,8,0.5,"5-3","3-5"
"2021-01-24","NYK","POR",2020,"YES",39,83,0.47,17,46,0.37,21,23,0.91,9,30,39,19,5,8,11,16,116,39,86,0.45,12,29,0.41,23,25,0.92,13,34,47,20,9,0,12,20,113,9,6,0.6,"5-4","4-2",8,10,0.444,"3-4","5-6"
"2021-01-24","OKC","LAC",2020,"YES",41,92,0.45,14,46,0.3,12,16,0.75,8,38,46,26,4,2,10,10,108,42,95,0.44,7,35,0.2,9,14,0.64,12,39,51,22,7,2,10,19,100,13,4,0.765,"8-2","5-2",6,9,0.4,"1-5","5-4"
"2021-01-24","TOR","IND",2020,"NO",35,87,0.4,13,39,0.33,19,22,0.86,12,35,47,23,10,8,18,23,102,37,90,0.41,15,35,0.43,18,26,0.69,12,33,45,24,12,8,16,18,107,9,7,0.563,"5-5","4-2",7,9,0.438,"5-3","2-6"
"2021-01-24","WAS","SAS",2020,"YES",48,96,0.5,15,31,0.48,10,11,0.91,5,39,44,27,11,5,8,14,121,39,92,0.42,14,42,0.33,9,14,0.64,12,38,50,23,5,5,14,14,101,9,8,0.529,"3-5","6-3",3,9,0.25,"1-5","2-4"
"2021-01-25","BOS","CHI",2020,"NO",41,88,0.47,17,39,0.44,4,10,0.4,9,32,41,28,4,7,18,16,103,44,87,0.51,15,29,0.52,16,20,0.8,6,38,44,28,9,6,12,18,119,7,10,0.412,"2-5","5-5",10,6,0.625,"5-2","5-4"
"2021-01-25","CHA","ORL",2020,"YES",42,88,0.48,19,37,0.51,14,22,0.64,10,39,49,31,10,3,15,21,117,39,89,0.44,11,38,0.29,19,27,0.7,11,30,41,22,5,6,14,20,108,8,10,0.444,"4-4","4-6",7,10,0.412,"3-4","4-6"
"2021-01-25","DEN","DAL",2020,"NO",41,84,0.49,11,32,0.34,20,24,0.83,8,26,34,26,11,4,11,22,113,40,79,0.51,15,35,0.43,22,28,0.79,14,35,49,25,9,4,16,20,117,8,9,0.471,"2-4","6-5",10,7,0.588,"4-5","6-2"
"2021-01-25","LAL","CLE",2020,"NO",40,86,0.47,9,21,0.43,19,22,0.86,15,29,44,19,8,3,17,25,108,42,87,0.48,10,32,0.31,21,28,0.75,15,25,40,21,7,7,13,23,115,8,9,0.471,"5-4","3-5",14,4,0.778,"4-4","10-0"
"2021-01-25","MIA","BKN",2020,"YES",34,85,0.4,11,38,0.29,19,22,0.86,6,43,49,24,6,5,7,18,98,31,84,0.37,11,43,0.26,12,17,0.71,8,37,45,20,3,7,12,21,85,11,8,0.579,"9-4","2-4",6,10,0.375,"4-3","2-7"
"2021-01-25","MIN","GSW",2020,"YES",44,89,0.49,14,30,0.47,28,37,0.76,15,31,46,21,13,10,15,19,130,39,94,0.41,8,24,0.33,22,25,0.88,16,31,47,26,8,5,18,28,108,9,8,0.529,"6-4","3-4",4,12,0.25,"3-6","1-6"
"2021-01-25","OKC","POR",2020,"NO",46,98,0.47,14,41,0.34,16,21,0.76,15,35,50,17,6,3,8,23,122,43,84,0.51,18,40,0.45,21,35,0.6,9,34,43,25,5,6,8,19,125,9,7,0.563,"5-5","4-2",7,9,0.438,"1-5","6-4"
"2021-01-25","PHI","DET",2020,"YES",35,70,0.5,17,38,0.45,32,38,0.84,11,36,47,22,6,6,18,20,119,40,94,0.43,9,28,0.32,15,20,0.75,13,23,36,15,12,3,9,26,104,4,13,0.235,"3-7","1-6",12,6,0.667,"9-1","3-5"
"2021-01-25","TOR","IND",2020,"YES",40,78,0.51,12,29,0.41,37,45,0.82,7,38,45,26,5,8,13,25,129,38,93,0.41,14,38,0.37,24,27,0.89,13,26,39,24,9,6,10,25,114,10,7,0.588,"6-5","4-2",7,10,0.412,"5-3","2-7"
"2021-01-26","LAC","ATL",2020,"YES",37,80,0.46,10,26,0.38,24,25,0.96,9,37,46,20,7,9,14,17,108,36,89,0.4,8,26,0.31,19,22,0.86,13,33,46,23,11,4,12,19,99,9,8,0.529,"5-3","4-5",13,5,0.722,"8-2","5-3"
"2021-01-26","NYK","UTA",2020,"YES",37,92,0.4,15,48,0.31,19,22,0.86,17,36,53,24,6,5,6,14,108,36,83,0.43,10,27,0.37,12,17,0.71,9,35,44,15,6,4,11,21,94,13,4,0.765,"6-2","7-2",8,11,0.421,"3-4","5-7"
"2021-01-26","WAS","HOU",2020,"YES",37,88,0.42,12,37,0.32,21,29,0.72,8,36,44,16,13,4,13,17,107,33,84,0.39,5,26,0.19,17,23,0.74,11,38,49,19,7,3,20,22,88,7,9,0.438,"4-4","3-5",3,10,0.231,"1-5","2-5"
"2021-01-27","BKN","ATL",2020,"NO",45,94,0.48,13,33,0.39,25,28,0.89,12,25,37,29,3,7,9,18,128,52,98,0.53,11,32,0.34,17,20,0.85,11,25,36,29,7,10,9,25,132,9,9,0.5,"5-4","4-5",12,8,0.6,"9-4","3-4"
"2021-01-27","BOS","SAS",2020,"YES",46,82,0.56,8,28,0.29,10,16,0.62,9,37,46,22,5,4,19,16,110,42,98,0.43,10,30,0.33,12,14,0.86,13,26,39,15,10,4,10,14,106,10,8,0.556,"4-5","6-3",10,7,0.588,"5-2","5-5"
"2021-01-27","DAL","UTA",2020,"YES",42,91,0.46,16,41,0.39,16,21,0.76,11,39,50,20,7,7,9,18,116,42,91,0.46,12,35,0.34,8,9,0.89,4,32,36,22,4,7,8,12,104,14,4,0.778,"7-2","7-2",8,10,0.444,"2-4","6-6"
"2021-01-27","DEN","MIA",2020,"NO",30,80,0.38,13,45,0.29,9,11,0.82,6,32,38,24,6,3,16,13,82,42,92,0.46,14,43,0.33,11,11,1,12,37,49,29,14,4,13,12,109,6,11,0.353,"4-4","2-7",11,7,0.611,"4-5","7-2"
"2021-01-27","DET","CLE",2020,"YES",47,87,0.54,11,21,0.52,17,23,0.74,8,29,37,24,14,7,16,22,122,37,82,0.45,11,27,0.41,22,29,0.76,13,27,40,29,7,5,22,21,107,9,9,0.5,"6-4","3-5",4,14,0.222,"3-7","1-7"
"2021-01-27","IND","CHA",2020,"NO",37,90,0.41,13,38,0.34,19,21,0.9,11,28,39,28,3,3,11,14,106,45,88,0.51,16,40,0.4,10,12,0.83,11,36,47,34,1,9,12,19,116,7,11,0.389,"3-5","4-6",11,7,0.611,"6-5","5-2"
"2021-01-27","LAL","PHI",2020,"YES",41,85,0.48,9,25,0.36,16,26,0.62,7,31,38,24,10,7,11,24,107,41,86,0.48,8,24,0.33,16,25,0.64,6,31,37,20,5,2,11,20,106,13,6,0.684,"10-1","3-5",14,5,0.737,"4-4","10-1"
"2021-01-27","MIL","TOR",2020,"NO",38,94,0.4,22,55,0.4,10,12,0.83,10,36,46,26,8,8,11,20,108,40,93,0.43,16,44,0.36,19,26,0.73,14,45,59,30,9,3,14,14,115,7,11,0.389,"5-4","2-7",11,6,0.647,"7-2","4-4"
"2021-01-27","MIN","GSW",2020,"YES",45,85,0.53,15,34,0.44,18,23,0.78,11,35,46,32,11,5,21,28,123,37,87,0.43,14,36,0.39,23,33,0.7,11,28,39,23,12,7,17,22,111,10,8,0.556,"7-4","3-4",4,13,0.235,"3-6","1-7"
"2021-01-27","OKC","PHX",2020,"NO",36,95,0.38,15,43,0.35,10,12,0.83,9,40,49,19,7,3,13,16,97,38,85,0.45,16,40,0.4,10,14,0.71,5,43,48,21,7,8,14,19,102,8,8,0.5,"3-4","5-4",8,9,0.471,"1-5","7-4"
"2021-01-27","SAC","ORL",2020,"NO",40,96,0.42,10,26,0.38,17,18,0.94,17,30,47,25,8,8,14,23,107,45,92,0.49,14,33,0.42,17,26,0.65,17,33,50,30,8,3,15,18,121,8,11,0.421,"4-5","4-6",7,10,0.412,"5-6","2-4"
"2021-01-27","WAS","NOP",2020,"YES",46,89,0.52,17,43,0.4,15,24,0.62,12,38,50,27,7,4,14,17,124,37,92,0.4,13,38,0.34,19,21,0.9,11,28,39,29,11,2,11,20,106,6,10,0.375,"3-3","3-7",3,11,0.214,"1-5","2-6"
"2021-01-28","GSW","PHX",2020,"YES",41,88,0.47,11,32,0.34,21,23,0.91,9,48,57,34,7,1,14,14,114,38,99,0.38,11,38,0.29,6,8,0.75,12,36,48,21,8,1,13,19,93,9,8,0.529,"4-4","5-4",10,9,0.526,"7-4","3-5"
"2021-01-28","LAC","MIA",2020,"NO",40,90,0.44,13,33,0.39,12,15,0.8,8,37,45,24,5,1,13,18,105,36,87,0.41,17,42,0.4,20,22,0.91,13,42,55,22,11,4,12,20,109,6,12,0.333,"4-5","2-7",14,5,0.737,"8-2","6-3"
"2021-01-28","LAL","DET",2020,"YES",40,87,0.46,14,36,0.39,13,13,1,5,33,38,27,4,2,8,18,107,36,88,0.41,12,28,0.43,8,12,0.67,12,32,44,25,2,3,11,16,92,5,14,0.263,"4-7","1-7",14,6,0.7,"4-4","10-2"
"2021-01-28","POR","HOU",2020,"YES",38,90,0.42,13,47,0.28,15,18,0.83,10,37,47,19,8,7,13,12,104,39,93,0.42,17,41,0.41,6,8,0.75,10,39,49,16,6,7,15,16,101,8,9,0.471,"5-4","3-5",9,8,0.529,"5-5","4-3"
