"DATE","VISITOR_TEAM_ID","HOME_TEAM_ID","SEASON","HOME_TEAM_WINS","FGM_H","FGA_H","FGP_H","FG3M_H","FG3A_H","FG3P_H","FTM_H","FTA_H","FTP_H","OREB_H","DREB_H","REB_H","AST_H","STL_H","BLK_H","TO_H","PF_H","PTS_H","FGM_A","FGA_A","FGP_A","FG3M_A","FG3A_A","FG3P_A","FTM_A","FTA_A","FTP_A","OREB_A","DREB_A","REB_A","AST_A","STL_A","BLK_A","TO_A","PF_A","PTS_A","WIN_H","LOSE_H","RANKING_H","HOME_RECORD_H","ROAD_RECORD_H","WIN_A","LOSE_A","RANKING_A","HOME_RECORD_A","ROAD_RECORD_A"
"2020-12-25","BKN","BOS",2020,"NO",52,138,0.38,13,42,0.31,15,21,0.71,25,40,65,34,9,7,20,36,132,45,88,0.51,16,35,0.46,30,35,0.86,10,44,54,24,7,12,18,26,136,1,1,0.5,"1-1","0-0",2,0,1,"1-0","1-0"
"2020-12-25","BKN","BOS",2020,"NO",52,138,0.38,13,42,0.31,15,21,0.71,25,40,65,34,9,7,20,36,132,45,88,0.51,16,35,0.46,30,35,0.86,10,44,54,24,7,12,18,26,136,1,1,0.5,"1-1","0-0",2,0,1,"1-0","1-0"
"2020-12-25","BKN","BOS",2020,"NO",52,138,0.38,13,42,0.31,15,21,0.71,25,40,65,34,9,7,20,36,132,45,88,0.51,16,35,0.46,30,35,0.86,10,44,54,24,7,12,18,26,136,1,1,0.5,"1-1","0-0",2,0,1,"1-0","1-0"
"2020-12-25","BKN","BOS",2020,"NO",52,138,0.38,13,42,0.31,15,21,0.71,25,40,65,34,9,7,20,36,132,45,88,0.51,16,35,0.46,30,35,0.86,10,44,54,24,7,12,18,26,136,1,1,0.5,"1-1","0-0",2,0,1,"1-0","1-0"
"2020-12-25","DAL","LAL",2020,"YES",62,112,0.55,22,50,0.44,20,28,0.71,18,38,56,41,11,6,20,33,166,49,104,0.47,16,43,0.37,21,28,0.75,4,29,33,22,16,3,10,27,135,1,1,0.5,"1-1","0-0",0,2,0,"0-0","0-2"
"2020-12-25","DAL","LAL",2020,"YES",62,112,0.55,22,50,0.44,20,28,0.71,18,38,56,41,11,6,20,33,166,49,104,0.47,16,43,0.37,21,28,0.75,4,29,33,22,16,3,10,27,135,1,1,0.5,"1-1","0-0",0,2,0,"0-0","0-2"
"2020-12-25","DAL","LAL",2020,"YES",62,112,0.55,22,50,0.44,20,28,0.71,18,38,56,41,11,6,20,33,166,49,104,0.47,16,43,0.37,21,28,0.75,4,29,33,22,16,3,10,27,135,1,1,0.5,"1-1","0-0",0,2,0,"0-0","0-2"
"2020-12-25","DAL","LAL",2020,"YES",62,112,0.55,22,50,0.44,20,28,0.71,18,38,56,41,11,6,20,33,166,49,104,0.47,16,43,0.37,21,28,0.75,4,29,33,22,16,3,10,27,135,1,1,0.5,"1-1","0-0",0,2,0,"0-0","0-2"
"2020-12-25","GSW","MIL",2020,"YES",53,99,0.54,21,40,0.52,20,28,0.71,11,57,68,27,6,4,18,19,147,41,120,0.34,10,50,0.2,21,25,0.84,14,38,52,14,6,6,12,26,113,1,1,0.5,"1-0","0-1",0,2,0,"0-0","0-2"
"2020-12-25","GSW","MIL",2020,"YES",53,99,0.54,21,40,0.52,20,28,0.71,11,57,68,27,6,4,18,19,147,41,120,0.34,10,50,0.2,21,25,0.84,14,38,52,14,6,6,12,26,113,1,1,0.5,"1-0","0-1",0,2,0,"0-0","0-2"
"2020-12-25","GSW","MIL",2020,"YES",53,99,0.54,21,40,0.52,20,28,0.71,11,57,68,27,6,4,18,19,147,41,120,0.34,10,50,0.2,21,25,0.84,14,38,52,14,6,6,12,26,113,1,1,0.5,"1-0","0-1",0,2,0,"0-0","0-2"
"2020-12-25","GSW","MIL",2020,"YES",53,99,0.54,21,40,0.52,20,28,0.71,11,57,68,27,6,4,18,19,147,41,120,0.34,10,50,0.2,21,25,0.84,14,38,52,14,6,6,12,26,113,1,1,0.5,"1-0","0-1",0,2,0,"0-0","0-2"
"2020-12-25","LAC","DEN",2020,"NO",44,97,0.45,14,45,0.31,29,38,0.76,11,25,36,31,10,1,13,22,131,45,86,0.52,22,46,0.48,22,26,0.85,9,36,45,37,9,4,20,35,134,0,2,0,"0-2","0-0",2,0,1,"0-0","2-0"
"2020-12-25","NOP","MIA",2020,"YES",38,75,0.51,16,37,0.43,19,23,0.83,4,31,35,29,11,2,17,25,111,43,105,0.41,16,49,0.33,36,44,0.82,13,39,52,21,9,2,23,23,138,1,1,0.5,"1-0","0-1",1,1,0.5,"0-0","1-1"
"2020-12-26","ATL","MEM",2020,"NO",62,149,0.42,21,70,0.3,50,58,0.86,17,68,85,34,8,11,18,40,195,48,113,0.42,14,43,0.33,48,55,0.87,15,42,57,32,4,5,17,21,158,0,2,0,"0-2","0-0",2,0,1,"0-0","2-0"
"2020-12-26","ATL","MEM",2020,"NO",62,149,0.42,21,70,0.3,50,58,0.86,17,68,85,34,8,11,18,40,195,48,113,0.42,14,43,0.33,48,55,0.87,15,42,57,32,4,5,17,21,158,0,2,0,"0-2","0-0",2,0,1,"0-0","2-0"
"2020-12-26","ATL","MEM",2020,"NO",62,149,0.42,21,70,0.3,50,58,0.86,17,68,85,34,8,11,18,40,195,48,113,0.42,14,43,0.33,48,55,0.87,15,42,57,32,4,5,17,21,158,0,2,0,"0-2","0-0",2,0,1,"0-0","2-0"
"2020-12-26","ATL","MEM",2020,"NO",62,149,0.42,21,70,0.3,50,58,0.86,17,68,85,34,8,11,18,40,195,48,113,0.42,14,43,0.33,48,55,0.87,15,42,57,32,4,5,17,21,158,0,2,0,"0-2","0-0",2,0,1,"0-0","2-0"
"2020-12-26","CLE","DET",2020,"NO",42,104,0.4,16,48,0.33,25,34,0.74,10,55,65,25,10,6,25,20,125,59,132,0.45,16,40,0.4,32,49,0.65,10,66,76,37,17,7,25,27,166,0,2,0,"0-1","0-1",2,0,1,"1-0","1-0"
"2020-12-26","HOU","POR",2020,"YES",63,141,0.45,24,60,0.4,22,34,0.65,15,46,61,42,11,6,21,24,172,45,87,0.52,11,35,0.31,25,32,0.78,10,32,42,27,5,5,16,22,126,1,1,0.5,"1-1","0-0",0,1,0,"0-0","0-1"
"2020-12-26","HOU","POR",2020,"YES",63,141,0.45,24,60,0.4,22,34,0.65,15,46,61,42,11,6,21,24,172,45,87,0.52,11,35,0.31,25,32,0.78,10,32,42,27,5,5,16,22,126,1,1,0.5,"1-1","0-0",0,1,0,"0-0","0-1"
"2020-12-26","HOU","POR",2020,"YES",63,141,0.45,24,60,0.4,22,34,0.65,15,46,61,42,11,6,21,24,172,45,87,0.52,11,35,0.31,25,32,0.78,10,32,42,27,5,5,16,22,126,1,1,0.5,"1-1","0-0",0,1,0,"0-0","0-1"
"2020-12-26","HOU","POR",2020,"YES",63,141,0.45,24,60,0.4,22,34,0.65,15,46,61,42,11,6,21,24,172,45,87,0.52,11,35,0.31,25,32,0.78,10,32,42,27,5,5,16,22,126,1,1,0.5,"1-1","0-0",0,1,0,"0-0","0-1"
"2020-12-26","IND","CHI",2020,"NO",42,115,0.37,18,46,0.39,31,35,0.89,17,39,56,28,8,9,26,17,133,52,93,0.56,9,26,0.35,12,19,0.63,9,40,49,34,15,4,16,26,125,0,2,0,"0-2","0-0",2,0,1,"1-0","1-0"
"2020-12-26","MIN","UTA",2020,"NO",45,114,0.39,12,40,0.3,37,47,0.79,22,44,66,17,6,4,20,24,139,55,126,0.44,15,36,0.42,18,23,0.78,14,36,50,27,11,5,12,35,143,1,1,0.5,"0-1","1-0",2,0,1,"1-0","1-0"
"2020-12-26","MIN","UTA",2020,"NO",45,114,0.39,12,40,0.3,37,47,0.79,22,44,66,17,6,4,20,24,139,55,126,0.44,15,36,0.42,18,23,0.78,14,36,50,27,11,5,12,35,143,1,1,0.5,"0-1","1-0",2,0,1,"1-0","1-0"
"2020-12-26","MIN","UTA",2020,"NO",45,114,0.39,12,40,0.3,37,47,0.79,22,44,66,17,6,4,20,24,139,55,126,0.44,15,36,0.42,18,23,0.78,14,36,50,27,11,5,12,35,143,1,1,0.5,"0-1","1-0",2,0,1,"1-0","1-0"
"2020-12-26","MIN","UTA",2020,"NO",45,114,0.39,12,40,0.3,37,47,0.79,22,44,66,17,6,4,20,24,139,55,126,0.44,15,36,0.42,18,23,0.78,14,36,50,27,11,5,12,35,143,1,1,0.5,"0-1","1-0",2,0,1,"1-0","1-0"
"2020-12-26","OKC","CHA",2020,"NO",49,123,0.4,16,42,0.38,30,47,0.64,16,42,58,30,15,12,15,27,144,46,103,0.45,12,42,0.29,25,30,0.83,12,50,62,29,12,9,17,27,129,0,2,0,"0-1","0-1",1,0,1,"0-0","1-0"
"2020-12-26","OKC","CHA",2020,"NO",49,123,0.4,16,42,0.38,30,47,0.64,16,42,58,30,15,12,15,27,144,46,103,0.45,12,42,0.29,25,30,0.83,12,50,62,29,12,9,17,27,129,0,2,0,"0-1","0-1",1,0,1,"0-0","1-0"
"2020-12-26","OKC","CHA",2020,"NO",49,123,0.4,16,42,0.38,30,47,0.64,16,42,58,30,15,12,15,27,144,46,103,0.45,12,42,0.29,25,30,0.83,12,50,62,29,12,9,17,27,129,0,2,0,"0-1","0-1",1,0,1,"0-0","1-0"
"2020-12-26","OKC","CHA",2020,"NO",49,123,0.4,16,42,0.38,30,47,0.64,16,42,58,30,15,12,15,27,144,46,103,0.45,12,42,0.29,25,30,0.83,12,50,62,29,12,9,17,27,129,0,2,0,"0-1","0-1",1,0,1,"0-0","1-0"
"2020-12-26","ORL","WAS",2020,"NO",49,106,0.46,15,47,0.32,16,31,0.52,8,36,44,29,6,3,14,26,129,48,95,0.51,11,31,0.35,23,29,0.79,11,43,54,25,8,0,13,21,130,0,2,0,"0-1","0-1",2,0,1,"1-0","1-0"
"2020-12-26","PHI","NYK",2020,"NO",35,89,0.39,9,32,0.28,17,23,0.74,16,31,47,22,6,4,17,25,96,43,94,0.46,13,37,0.35,16,22,0.73,13,39,52,23,13,6,13,21,115,0,2,0,"0-1","0-1",2,0,1,"1-0","1-0"
"2020-12-26","PHX","SAC",2020,"YES",39,86,0.45,5,23,0.22,23,33,0.7,15,41,56,20,4,9,18,22,106,60,141,0.43,16,57,0.28,17,21,0.81,11,39,50,40,11,6,18,34,153,2,0,1,"1-0","1-0",1,1,0.5,"1-0","0-1"
"2020-12-26","PHX","SAC",2020,"YES",39,86,0.45,5,23,0.22,23,33,0.7,15,41,56,20,4,9,18,22,106,60,141,0.43,16,57,0.28,17,21,0.81,11,39,50,40,11,6,18,34,153,2,0,1,"1-0","1-0",1,1,0.5,"1-0","0-1"
"2020-12-26","PHX","SAC",2020,"YES",39,86,0.45,5,23,0.22,23,33,0.7,15,41,56,20,4,9,18,22,106,60,141,0.43,16,57,0.28,17,21,0.81,11,39,50,40,11,6,18,34,153,2,0,1,"1-0","1-0",1,1,0.5,"1-0","0-1"
"2020-12-26","PHX","SAC",2020,"YES",39,86,0.45,5,23,0.22,23,33,0.7,15,41,56,20,4,9,18,22,106,60,141,0.43,16,57,0.28,17,21,0.81,11,39,50,40,11,6,18,34,153,2,0,1,"1-0","1-0",1,1,0.5,"1-0","0-1"
"2020-12-26","TOR","SAS",2020,"YES",59,136,0.43,15,43,0.35,17,23,0.74,19,58,77,48,5,4,23,28,150,60,131,0.46,22,59,0.37,15,20,0.75,10,39,49,51,11,9,14,29,157,2,0,1,"1-0","1-0",0,2,0,"0-1","0-1"
"2020-12-26","TOR","SAS",2020,"YES",59,136,0.43,15,43,0.35,17,23,0.74,19,58,77,48,5,4,23,28,150,60,131,0.46,22,59,0.37,15,20,0.75,10,39,49,51,11,9,14,29,157,2,0,1,"1-0","1-0",0,2,0,"0-1","0-1"
"2020-12-26","TOR","SAS",2020,"YES",59,136,0.43,15,43,0.35,17,23,0.74,19,58,77,48,5,4,23,28,150,60,131,0.46,22,59,0.37,15,20,0.75,10,39,49,51,11,9,14,29,157,2,0,1,"1-0","1-0",0,2,0,"0-1","0-1"
"2020-12-26","TOR","SAS",2020,"YES",59,136,0.43,15,43,0.35,17,23,0.74,19,58,77,48,5,4,23,28,150,60,131,0.46,22,59,0.37,15,20,0.75,10,39,49,51,11,9,14,29,157,2,0,1,"1-0","1-0",0,2,0,"0-1","0-1"
"2020-12-27","BKN","CHA",2020,"YES",58,139,0.42,15,51,0.29,12,23,0.52,21,62,83,52,13,3,19,38,143,44,106,0.42,22,61,0.36,17,25,0.68,7,46,53,28,5,6,22,19,127,1,2,0.333,"1-1","0-1",2,1,0.667,"1-0","1-1"
"2020-12-27","BKN","CHA",2020,"YES",58,139,0.42,15,51,0.29,12,23,0.52,21,62,83,52,13,3,19,38,143,44,106,0.42,22,61,0.36,17,25,0.68,7,46,53,28,5,6,22,19,127,1,2,0.333,"1-1","0-1",2,1,0.667,"1-0","1-1"
"2020-12-27","BKN","CHA",2020,"YES",58,139,0.42,15,51,0.29,12,23,0.52,21,62,83,52,13,3,19,38,143,44,106,0.42,22,61,0.36,17,25,0.68,7,46,53,28,5,6,22,19,127,1,2,0.333,"1-1","0-1",2,1,0.667,"1-0","1-1"
"2020-12-27","BKN","CHA",2020,"YES",58,139,0.42,15,51,0.29,12,23,0.52,21,62,83,52,13,3,19,38,143,44,106,0.42,22,61,0.36,17,25,0.68,7,46,53,28,5,6,22,19,127,1,2,0.333,"1-1","0-1",2,1,0.667,"1-0","1-1"
"2020-12-27","BKN","CHA",2020,"YES",58,139,0.42,15,51,0.29,12,23,0.52,21,62,83,52,13,3,19,38,143,44,106,0.42,22,61,0.36,17,25,0.68,7,46,53,28,5,6,22,19,127,1,2,0.333,"1-1","0-1",2,1,0.667,"1-0","1-1"
"2020-12-27","BKN","CHA",2020,"YES",58,139,0.42,15,51,0.29,12,23,0.52,21,62,83,52,13,3,19,38,143,44,106,0.42,22,61,0.36,17,25,0.68,7,46,53,28,5,6,22,19,127,1,2,0.333,"1-1","0-1",2,1,0.667,"1-0","1-1"
"2020-12-27","BKN","CHA",2020,"YES",58,139,0.42,15,51,0.29,12,23,0.52,21,62,83,52,13,3,19,38,143,44,106,0.42,22,61,0.36,17,25,0.68,7,46,53,28,5,6,22,19,127,1,2,0.333,"1-1","0-1",2,1,0.667,"1-0","1-1"
"2020-12-27","BKN","CHA",2020,"YES",58,139,0.42,15,51,0.29,12,23,0.52,21,62,83,52,13,3,19,38,143,44,106,0.42,22,61,0.36,17,25,0.68,7,46,53,28,5,6,22,19,127,1,2,0.333,"1-1","0-1",2,1,0.667,"1-0","1-1"
"2020-12-27","BOS","IND",2020,"YES",53,106,0.5,9,30,0.3,12,18,0.67,10,37,47,28,11,8,20,22,127,50,103,0.49,12,34,0.35,22,28,0.79,6,46,52,27,13,8,24,19,134,3,0,1,"2-0","1-0",1,2,0.333,"1-1","0-1"
"2020-12-27","BOS","IND",2020,"YES",53,106,0.5,9,30,0.3,12,18,0.67,10,37,47,28,11,8,20,22,127,50,103,0.49,12,34,0.35,22,28,0.79,6,46,52,27,13,8,24,19,134,3,0,1,"2-0","1-0",1,2,0.333,"1-1","0-1"
"2020-12-27","BOS","IND",2020,"YES",53,106,0.5,9,30,0.3,12,18,0.67,10,37,47,28,11,8,20,22,127,50,103,0.49,12,34,0.35,22,28,0.79,6,46,52,27,13,8,24,19,134,3,0,1,"2-0","1-0",1,2,0.333,"1-1","0-1"
"2020-12-27","BOS","IND",2020,"YES",53,106,0.5,9,30,0.3,12,18,0.67,10,37,47,28,11,8,20,22,127,50,103,0.49,12,34,0.35,22,28,0.79,6,46,52,27,13,8,24,19,134,3,0,1,"2-0","1-0",1,2,0.333,"1-1","0-1"
"2020-12-27","BOS","IND",2020,"YES",53,106,0.5,9,30,0.3,12,18,0.67,10,37,47,28,11,8,20,22,127,50,103,0.49,12,34,0.35,22,28,0.79,6,46,52,27,13,8,24,19,134,3,0,1,"2-0","1-0",1,2,0.333,"1-1","0-1"
"2020-12-27","BOS","IND",2020,"YES",53,106,0.5,9,30,0.3,12,18,0.67,10,37,47,28,11,8,20,22,127,50,103,0.49,12,34,0.35,22,28,0.79,6,46,52,27,13,8,24,19,134,3,0,1,"2-0","1-0",1,2,0.333,"1-1","0-1"
"2020-12-27","BOS","IND",2020,"YES",53,106,0.5,9,30,0.3,12,18,0.67,10,37,47,28,11,8,20,22,127,50,103,0.49,12,34,0.35,22,28,0.79,6,46,52,27,13,8,24,19,134,3,0,1,"2-0","1-0",1,2,0.333,"1-1","0-1"
"2020-12-27","BOS","IND",2020,"YES",53,106,0.5,9,30,0.3,12,18,0.67,10,37,47,28,11,8,20,22,127,50,103,0.49,12,34,0.35,22,28,0.79,6,46,52,27,13,8,24,19,134,3,0,1,"2-0","1-0",1,2,0.333,"1-1","0-1"
"2020-12-27","DAL","LAC",2020,"NO",27,79,0.34,5,36,0.14,19,22,0.86,5,33,38,13,3,2,12,21,78,49,102,0.48,16,47,0.34,30,33,0.91,13,53,66,33,12,2,7,16,144,2,1,0.667,"0-1","2-0",1,2,0.333,"0-0","1-2"
"2020-12-27","DAL","LAC",2020,"NO",27,79,0.34,5,36,0.14,19,22,0.86,5,33,38,13,3,2,12,21,78,49,102,0.48,16,47,0.34,30,33,0.91,13,53,66,33,12,2,7,16,144,2,1,0.667,"0-1","2-0",1,2,0.333,"0-0","1-2"
"2020-12-27","GSW","CHI",2020,"NO",64,131,0.49,25,63,0.4,31,41,0.76,7,62,69,38,6,8,37,27,184,58,142,0.41,27,73,0.37,39,43,0.91,10,35,45,32,20,6,16,27,182,0,3,0,"0-3","0-0",1,2,0.333,"0-0","1-2"
"2020-12-27","GSW","CHI",2020,"NO",64,131,0.49,25,63,0.4,31,41,0.76,7,62,69,38,6,8,37,27,184,58,142,0.41,27,73,0.37,39,43,0.91,10,35,45,32,20,6,16,27,182,0,3,0,"0-3","0-0",1,2,0.333,"0-0","1-2"
"2020-12-27","GSW","CHI",2020,"NO",64,131,0.49,25,63,0.4,31,41,0.76,7,62,69,38,6,8,37,27,184,58,142,0.41,27,73,0.37,39,43,0.91,10,35,45,32,20,6,16,27,182,0,3,0,"0-3","0-0",1,2,0.333,"0-0","1-2"
